event_id,student_id
61,00101053
61,00101263
61,00100429
61,00103532
61,00100251
61,00103083
61,00105260
61,00104431
61,00103619
61,00100505
61,00105099
61,00103181
61,00104505
61,00104359
61,00101729
61,00103778
61,00102106
61,00101440
61,00100411
61,00101855
61,00104844
62,00104131
63,00101394
63,00104960
63,00100887
63,00101716
63,00104548
63,00103495
63,00104362
63,00104060
63,00104571
63,00101607
63,00100335
63,00102484
63,00101853
63,00101201
63,00101885
63,00100228
63,00103673
63,00105238
63,00104594
63,00103691
63,00100797
63,00103947
63,00105217
63,00101111
63,00102797
64,00101853
64,00101201
64,00103493
64,00103673
64,00104060
64,00104960
64,00105238
64,00101237
64,00103947
64,00102933
64,00100773
64,00101866
64,00100652
64,00101111
64,00103495
64,00102797
64,00104362
65,00101885
65,00100228
65,00103493
65,00103848
65,00100797
65,00104571
65,00100192
65,00102933
65,00104631
65,00102165
65,00101607
65,00102600
65,00101111
65,00103495
65,00101093
66,00101394
66,00100001
66,00104548
66,00103887
66,00104060
66,00102804
66,00100192
66,00101607
66,00101711
66,00100335
66,00104631
66,00101630
66,00104793
66,00103662
66,00100773
66,00102165
66,00104719
66,00102600
66,00100652
66,00101866
66,00101201
67,00100228
67,00101394
67,00104886
67,00100192
67,00100797
67,00101630
67,00105238
67,00102487
67,00103947
67,00102933
67,00103662
67,00100999
67,00103741
67,00103168
67,00101845
67,00102484
67,00104362
68,00102983
68,00103493
68,00102614
68,00105085
68,00100192
68,00101237
68,00102893
68,00100773
68,00104719
68,00103168
68,00101201
69,00103493
69,00105085
69,00100808
69,00101550
69,00103495
69,00104362
69,00104358
69,00102686
69,00104289
69,00102933
69,00100999
69,00103741
69,00101711
69,00101853
69,00103710
69,00103445
69,00101247
69,00102600
69,00100652
69,00100797
69,00101111
70,00101292
70,00101394
70,00101237
70,00101550
70,00104630
70,00100409
70,00101716
70,00101493
70,00102487
70,00102804
70,00104571
70,00104040
70,00100714
70,00100999
70,00102974
70,00102482
70,00103445
70,00105238
70,00104594
70,00102600
70,00101747
70,00102374
70,00102614
70,00100797
70,00101866
71,00102983
71,00101394
71,00101555
71,00105085
71,00104557
71,00101237
71,00104630
71,00100409
71,00102709
71,00101845
71,00102056
71,00104358
71,00100714
71,00103741
71,00102266
71,00104144
71,00101924
71,00103445
71,00101630
71,00102893
71,00103168
71,00102600
71,00100652
71,00104325
71,00102114
71,00101747
71,00102823
71,00102374
71,00103848
71,00105217
71,00101519
71,00104166
71,00101201
72,00101292
72,00103493
72,00100808
72,00103909
72,00101093
72,00104957
72,00104358
72,00102804
72,00102686
72,00102487
72,00102933
72,00100999
72,00103741
72,00101885
72,00103673
72,00105238
72,00101109
72,00104077
72,00102770
72,00102165
72,00103997
72,00100652
72,00104623
72,00101911
72,00104274
72,00104118
72,00103054
72,00101519
72,00101111
73,00100914
73,00101493
73,00100192
73,00102686
73,00102487
73,00100121
73,00101607
73,00102918
73,00101459
73,00102482
73,00105209
73,00102893
73,00103997
73,00100741
73,00103691
73,00100797
73,00103947
73,00100608
73,00101866
73,00101582
73,00101201
74,00101873
74,00102983
74,00105209
74,00104060
74,00102991
74,00100192
74,00102121
74,00101607
74,00103395
74,00104362
75,00101885
75,00101555
75,00101699
75,00103947
75,00102035
75,00103495
76,00102893
77,00105217
78,00103938
78,00103582
78,00105227
78,00101315
78,00103649
78,00101273
78,00102098
78,00101286
78,00103484
78,00100985
78,00103865
78,00105007
78,00101533
78,00104115
78,00102750
78,00102330
78,00103921
78,00102870
78,00104117
79,00103649
79,00103924
79,00103938
79,00101986
79,00105227
79,00101286
79,00103921
79,00101511
79,00101164
79,00103484
79,00102870
79,00105122
79,00100985
79,00104115
79,00102750
79,00104117
79,00101759
80,00103649
80,00102330
80,00103938
80,00102837
80,00105080
80,00102098
80,00102325
80,00101986
80,00100750
80,00103865
80,00104115
80,00105122
80,00101434
80,00101759
81,00101315
81,00103248
81,00103924
81,00102840
81,00101286
81,00102325
81,00104115
81,00105241
82,00102608
82,00101482
82,00101511
82,00103600
82,00101533
82,00101164
82,00103484
82,00104945
82,00104821
82,00101986
82,00102750
82,00104117
82,00101759
83,00102608
83,00103924
83,00103582
83,00104821
83,00105227
83,00100750
83,00101164
83,00100985
83,00103865
83,00101434
83,00101759
83,00101482
83,00102033
83,00102735
83,00104945
83,00102846
83,00101547
83,00100738
83,00102870
83,00101923
83,00100283
83,00100292
84,00100738
84,00102837
84,00102098
84,00101495
84,00101822
84,00104125
84,00101077
84,00103484
84,00100750
84,00105241
85,00103938
85,00101495
85,00101273
85,00101286
85,00102098
85,00103484
85,00103867
85,00100434
85,00104028
85,00104030
85,00102750
85,00102330
85,00100738
85,00105115
85,00102870
85,00100292
85,00100826
85,00103203
85,00104117
86,00102330
86,00105224
86,00100916
86,00101913
86,00100446
86,00100434
86,00105122
86,00102870
86,00102724
86,00102325
86,00101986
86,00100671
86,00103203
86,00105241
86,00104117
87,00103938
87,00102943
87,00101164
87,00104632
87,00104821
87,00105227
88,00102330
88,00105224
88,00101511
88,00103582
88,00102735
88,00103749
88,00100232
88,00100011
89,00101273
89,00102724
90,00100693
90,00101504
90,00103494
90,00102402
90,00102495
90,00102441
90,00100468
90,00103521
90,00103438
90,00102893
90,00100379
90,00102718
90,00100517
90,00104340
90,00102663
91,00100661
91,00101504
91,00103494
91,00102402
91,00102441
91,00104453
91,00100379
91,00102893
91,00104165
92,00101292
92,00104453
92,00104165
92,00101449
92,00102663
92,00103494
92,00102495
92,00100143
92,00100517
92,00101355
92,00102038
92,00100661
92,00102441
92,00100468
92,00103438
92,00102893
92,00100095
92,00104340
92,00104629
92,00100693
92,00103959
92,00103521
93,00101355
93,00100693
93,00102796
93,00100720
93,00100131
93,00103494
93,00104629
93,00104398
93,00100914
93,00100468
93,00104453
93,00103537
93,00100095
93,00100517
93,00104165
93,00104340
93,00102663
94,00100689
94,00105113
94,00102402
94,00104629
94,00104653
94,00103959
94,00104687
94,00104453
94,00101213
94,00103438
94,00103537
94,00100095
94,00104938
94,00104340
94,00102663
95,00104314
95,00103999
95,00102038
95,00100661
95,00101504
95,00105204
95,00104653
95,00102652
95,00102718
95,00104340
96,00103999
96,00103525
96,00100661
96,00100131
96,00104486
97,00102441
98,00100675
98,00104330
98,00100879
98,00102501
98,00105150
98,00102357
98,00102387
98,00101053
98,00101300
99,00104330
99,00100952
99,00100879
99,00102501
99,00104194
99,00102986
99,00101053
99,00105150
99,00102836
99,00102221
99,00101300
99,00104661
99,00100675
99,00101406
99,00102387
99,00103497
99,00104889
99,00102357
99,00104532
100,00100952
100,00100879
100,00102501
100,00104848
100,00102986
100,00101850
100,00102129
100,00105150
100,00105247
100,00102177
100,00102836
100,00104288
100,00101300
100,00104661
100,00100675
100,00102387
100,00103801
100,00102357
100,00104532
101,00100952
101,00100811
101,00102986
101,00101850
101,00102234
101,00104218
101,00105247
101,00102177
101,00102624
101,00104288
101,00104343
101,00102221
101,00101300
101,00101406
101,00103022
101,00102387
101,00100738
101,00103801
101,00104889
102,00102234
102,00103368
102,00103801
102,00101406
102,00102501
102,00102873
102,00104202
102,00102779
102,00103022
102,00100811
102,00104288
102,00104343
102,00102986
102,00100095
102,00101053
102,00103083
102,00101850
102,00100268
103,00103368
103,00104330
103,00104889
103,00105067
103,00105123
103,00104661
104,00103649
104,00102158
104,00102501
104,00101936
104,00102177
104,00104343
104,00101433
104,00105233
104,00104288
104,00105067
104,00102387
104,00104532
104,00104661
104,00101850
104,00105001
105,00103649
105,00105031
105,00103801
105,00104848
105,00105150
105,00102221
105,00101290
105,00102394
105,00103083
106,00103801
106,00102501
106,00102129
106,00102873
106,00103022
106,00104145
106,00101525
106,00104343
106,00103375
106,00101997
106,00104532
107,00104568
107,00100675
107,00104330
107,00102387
107,00103889
107,00100237
107,00105150
107,00103022
107,00100705
107,00102221
107,00102986
107,00100095
107,00104532
107,00101747
108,00104848
108,00102943
108,00101997
109,00104874
109,00100258
109,00102226
109,00101278
109,00104172
109,00102632
109,00102594
109,00100215
109,00102419
109,00104772
109,00102002
109,00102805
109,00100359
109,00101138
109,00102483
109,00105012
109,00100144
109,00100512
109,00100933
110,00102805
110,00104874
110,00100258
110,00104021
110,00102419
110,00100144
110,00104772
110,00102226
110,00101138
110,00100714
110,00101143
110,00105176
110,00100512
110,00104228
110,00103002
110,00100215
111,00101005
111,00100697
111,00104172
111,00102632
111,00102594
111,00103954
111,00102419
111,00104772
111,00100714
111,00102002
111,00102805
111,00103654
111,00101138
111,00102388
111,00104077
111,00101143
111,00104228
111,00105012
111,00100415
111,00102423
111,00100933
112,00100609
112,00104021
112,00100697
112,00102388
112,00101262
112,00102740
112,00104077
112,00102303
112,00100909
112,00101278
112,00102632
112,00100512
112,00100933
112,00104228
113,00104874
113,00100258
113,00100697
113,00104172
113,00101265
113,00102130
113,00100215
113,00104021
113,00100714
113,00103293
113,00103654
113,00100359
113,00105190
113,00100909
113,00101128
113,00103689
113,00104392
113,00100144
113,00100415
113,00100933
113,00103273
114,00102806
114,00100609
114,00104303
114,00102740
114,00104172
114,00103954
114,00102419
114,00103081
114,00104772
114,00101262
114,00102599
114,00103407
114,00103654
114,00103209
114,00100909
114,00103405
114,00101883
114,00100415
114,00100933
114,00103002
114,00103273
115,00100258
115,00104001
115,00100361
115,00101867
115,00102740
115,00101265
115,00102130
115,00104953
115,00103954
115,00103293
115,00102096
115,00102599
115,00102805
115,00101138
115,00105190
115,00102483
115,00104077
115,00101143
115,00100669
115,00105012
115,00104566
115,00101873
115,00101128
115,00100144
115,00103082
115,00100219
115,00102423
116,00104303
116,00102226
116,00101867
116,00101154
116,00104172
116,00102594
116,00102130
116,00100337
116,00100870
116,00103293
116,00100472
116,00103056
116,00101138
116,00100359
116,00102388
116,00102542
116,00103405
116,00101128
116,00102166
116,00103433
116,00100415
117,00104874
117,00103689
117,00104077
117,00102542
117,00104740
117,00103567
117,00102538
117,00104228
118,00101128
118,00101005
118,00101883
118,00104228
118,00101069
118,00100925
119,00100401
119,00104303
119,00103082
119,00103293
119,00103405
119,00103502
120,00100401
121,00103407
121,00100366
121,00100462
121,00105176
121,00102594
121,00100933
122,00100258
122,00104874
122,00104001
122,00102913
123,00103425
123,00101090
123,00103258
123,00105209
123,00102003
123,00104699
123,00104507
123,00101630
123,00100554
123,00104194
123,00102328
123,00103137
123,00104945
123,00102172
123,00101794
123,00100623
123,00105111
123,00103903
124,00104699
124,00104507
124,00102232
124,00104453
124,00105111
124,00103258
124,00102328
124,00100623
124,00101822
124,00103425
124,00101090
124,00102973
124,00101704
124,00102003
124,00101630
124,00102926
124,00103137
124,00102172
124,00104945
124,00105239
124,00103903
124,00105071
125,00104699
125,00104507
125,00102232
125,00101116
125,00104495
125,00102784
125,00105111
125,00103592
125,00103270
125,00102328
125,00100623
125,00101822
125,00101704
125,00105209
125,00102003
125,00100554
125,00101630
125,00104945
125,00103974
125,00105239
125,00101921
125,00103435
126,00101921
126,00101704
126,00102202
126,00104507
126,00103436
126,00104194
126,00103137
126,00102784
126,00104573
126,00104616
126,00105239
126,00105111
126,00102840
126,00103903
127,00103120
127,00104495
127,00104453
127,00102784
127,00101265
127,00105111
127,00103270
127,00102105
127,00102328
127,00104616
127,00101469
127,00102973
127,00102805
127,00105209
127,00102926
127,00101931
127,00103137
127,00103800
127,00105071
128,00104507
128,00102232
128,00101116
128,00102829
128,00103194
128,00104573
128,00102784
128,00103592
128,00102840
128,00102328
128,00100499
128,00103436
128,00102003
128,00103396
128,00100696
128,00101931
128,00103137
128,00103809
128,00102172
128,00103800
128,00100776
128,00105071
128,00103339
128,00101017
128,00101936
129,00103649
129,00101921
129,00102003
129,00100554
129,00101116
129,00103194
129,00100063
129,00104809
129,00105239
130,00105209
130,00100696
130,00101630
130,00104573
130,00104730
130,00103974
130,00103562
130,00104397
130,00105111
130,00101822
130,00102811
131,00102780
131,00102805
131,00101756
131,00100661
131,00103396
131,00102105
131,00100696
131,00100739
131,00104453
131,00104616
131,00104809
131,00104945
131,00102096
131,00104347
131,00101794
131,00101265
131,00105239
131,00101469
132,00103396
132,00101572
132,00101794
132,00101822
132,00103455
133,00100678
133,00103435
133,00100623
134,00100618
134,00104651
134,00100992
134,00102435
134,00103767
134,00104408
134,00102790
134,00104980
134,00101819
134,00104354
134,00100733
134,00100826
134,00101252
134,00100780
135,00100618
135,00104651
135,00100992
135,00103479
135,00102435
135,00104408
135,00101120
135,00100944
135,00104980
135,00100141
135,00100229
135,00100733
135,00100826
135,00101252
135,00102114
136,00100689
136,00103479
136,00101237
136,00100480
136,00104354
136,00100733
136,00100944
136,00103154
136,00100532
136,00104651
136,00100992
136,00102435
136,00103419
136,00101120
136,00102252
136,00100229
136,00100618
136,00100634
136,00102871
136,00102790
136,00101819
136,00100141
136,00101491
136,00105009
136,00102114
136,00100780
136,00100826
136,00103767
137,00100689
137,00100181
137,00101237
137,00104354
137,00100733
137,00100944
137,00101893
137,00103154
137,00100532
137,00103985
137,00104651
137,00103419
137,00101120
137,00105247
137,00102495
137,00100229
137,00100634
137,00105209
137,00101118
137,00100446
137,00102871
137,00102790
137,00101819
137,00100141
137,00101491
137,00105009
137,00102750
137,00100780
137,00105020
137,00104980
137,00100149
137,00101765
137,00102256
137,00103767
137,00100666
138,00100181
138,00102361
138,00100733
138,00100944
138,00101893
138,00101252
138,00100384
138,00104651
138,00101120
138,00100618
138,00101118
138,00100446
138,00101610
138,00102790
138,00101886
138,00105009
138,00102246
138,00100780
138,00104131
138,00103497
138,00103801
138,00105020
138,00104408
138,00101021
138,00105096
139,00100532
139,00101112
139,00103497
139,00104651
139,00102669
139,00103673
139,00105020
139,00105247
139,00101381
139,00102790
139,00100480
139,00100944
139,00105181
139,00103154
140,00103067
140,00104457
140,00100733
140,00100384
140,00103154
140,00100532
140,00103419
140,00101120
140,00102987
140,00100229
140,00101112
140,00100634
140,00100795
140,00101386
140,00100446
140,00100267
140,00103231
140,00101491
140,00105254
140,00104198
140,00102246
140,00103497
140,00100149
140,00102256
140,00103767
140,00105096
141,00103497
141,00104651
141,00101335
141,00100062
141,00102256
141,00105009
141,00101252
141,00105181
141,00100318
142,00101237
142,00100092
142,00104354
142,00101252
142,00100532
142,00103985
142,00102025
142,00102495
142,00103419
142,00100229
142,00101730
142,00100162
142,00105209
142,00100442
142,00100158
142,00100062
142,00102871
142,00101819
142,00103231
142,00105254
142,00101299
142,00102114
142,00100780
142,00101158
142,00100149
142,00102256
142,00100826
142,00101817
142,00101813
143,00103824
143,00102669
143,00101299
143,00105020
143,00102495
143,00101237
143,00101034
143,00101181
143,00100424
143,00100480
143,00100346
143,00104630
143,00102256
143,00100826
143,00100944
143,00103154
143,00104131
144,00100735
144,00103067
144,00100438
144,00101154
144,00104191
144,00100615
144,00103154
144,00100532
144,00101817
144,00100672
144,00102495
144,00102987
144,00100346
144,00100634
144,00100795
144,00105254
144,00104198
144,00102114
144,00102246
144,00104340
144,00100589
144,00101335
144,00102402
144,00101158
144,00101021
144,00101843
144,00101765
144,00102256
144,00100666
144,00104602
144,00105181
145,00103479
145,00104354
145,00101382
145,00100944
145,00100615
145,00105163
145,00100532
145,00103649
145,00100672
145,00103419
145,00102987
145,00100162
145,00105000
145,00103673
145,00102202
145,00100158
145,00100446
145,00103052
145,00100062
145,00102871
145,00102790
145,00101886
145,00102900
145,00101130
145,00104980
145,00101765
145,00102479
145,00104602
146,00100735
146,00100634
146,00104247
146,00100438
146,00104408
146,00102175
146,00100062
146,00104080
146,00100424
146,00101819
146,00101507
146,00101711
146,00103966
146,00105009
146,00105181
147,00103801
147,00101609
147,00105020
147,00105096
147,00103419
147,00105247
147,00101120
147,00100092
147,00102774
147,00104047
147,00101886
147,00105028
147,00101491
147,00100384
147,00101460
148,00101120
148,00104322
148,00102479
149,00100733
149,00104457
149,00102130
150,00100532
150,00104651
150,00105209
150,00100062
150,00103551
151,00100672
151,00102944
151,00100446
151,00102025
152,00103581
152,00102581
152,00104353
152,00101328
152,00102204
152,00103765
152,00101620
152,00104342
152,00104545
152,00101459
152,00101358
152,00100902
152,00100676
152,00101290
152,00100669
152,00100560
152,00100279
152,00103691
152,00105217
152,00104980
152,00103070
153,00103581
153,00104353
153,00102581
153,00100671
153,00102204
153,00104657
153,00103765
153,00101620
153,00104756
153,00104545
153,00102598
153,00100043
153,00100676
153,00101290
153,00100669
153,00100502
153,00102318
153,00103691
153,00102302
153,00105217
153,00104980
153,00103070
154,00104353
154,00102318
154,00103908
154,00104756
154,00102172
155,00103581
155,00102581
155,00100671
155,00102204
155,00102147
155,00100841
155,00104545
155,00101459
155,00101358
155,00102759
155,00103168
155,00100095
155,00104071
155,00100669
155,00100502
155,00100279
155,00103628
155,00102302
155,00103070
155,00103435
156,00105112
156,00102204
156,00101682
156,00103765
156,00103628
156,00104756
157,00102318
157,00101682
157,00102003
157,00103691
157,00100043
157,00102147
157,00101620
157,00101283
157,00105217
157,00104591
157,00100671
157,00102408
157,00102294
157,00102206
157,00101290
157,00102598
158,00103514
158,00102318
158,00105085
158,00103628
158,00100084
158,00104980
158,00100203
158,00103168
158,00102294
158,00101290
158,00100669
159,00102302
159,00100010
159,00103628
160,00100669
160,00101358
160,00104706
160,00103628
161,00103514
161,00102147
163,00100212
163,00101021
163,00101442
163,00103589
163,00103193
163,00105123
164,00100212
164,00102576
164,00101021
164,00103589
164,00101442
164,00104194
164,00105217
164,00103193
164,00105123
164,00100458
164,00101978
165,00100212
165,00103169
165,00101511
165,00102833
165,00101021
165,00104085
165,00101442
165,00105217
165,00100458
165,00101978
166,00100781
166,00104085
166,00100017
166,00103589
166,00104194
166,00101601
166,00100733
166,00102099
166,00100458
166,00103905
166,00104335
166,00102833
166,00100714
166,00101012
166,00101442
166,00105123
166,00104609
166,00100212
166,00104664
166,00102576
166,00101511
166,00102982
166,00102864
166,00103542
166,00101978
166,00102070
166,00102304
166,00103169
166,00102710
166,00102142
166,00103238
166,00101021
166,00104120
166,00105217
166,00103042
166,00103193
166,00103179
166,00103276
167,00100735
167,00102806
167,00100017
167,00104194
167,00100733
167,00102099
167,00104335
167,00102833
167,00100843
167,00103651
167,00101442
167,00101181
167,00101036
167,00101736
167,00102466
167,00104609
167,00100212
167,00101511
167,00102864
167,00102114
167,00104120
167,00103276
167,00103042
168,00100735
168,00102806
168,00100781
168,00101116
168,00103589
168,00103905
168,00101012
168,00103393
168,00102466
168,00104664
168,00102962
168,00102868
168,00102576
168,00102490
168,00102114
168,00102304
168,00105217
168,00102270
168,00104727
169,00100212
169,00100168
169,00102576
169,00103364
169,00102114
169,00101021
169,00102121
169,00100453
169,00101036
169,00102490
169,00101601
169,00102417
169,00103542
169,00102466
169,00103367
169,00100458
169,00104609
170,00102158
170,00101116
170,00104085
170,00100017
170,00100453
170,00102099
170,00103905
170,00103414
170,00101584
170,00101012
170,00103651
170,00101181
170,00104320
170,00102417
170,00103863
170,00102490
170,00101946
170,00103542
170,00100991
170,00103169
170,00103345
170,00102142
170,00104120
170,00105217
170,00103611
170,00103276
170,00103179
170,00103630
170,00105148
171,00103169
171,00102962
171,00100326
171,00101373
171,00103651
171,00103297
171,00101601
171,00102623
171,00102114
171,00101978
172,00102304
172,00103863
172,00102037
172,00105139
172,00102063
172,00103066
172,00104120
172,00105217
172,00101736
172,00103276
172,00101646
172,00102124
172,00102099
172,00100326
172,00103414
173,00100530
173,00102037
173,00100609
173,00100924
173,00100671
173,00100733
173,00101584
173,00103150
173,00102466
173,00103405
173,00100892
173,00102304
173,00105210
173,00102142
173,00101373
173,00101021
173,00102121
173,00104120
173,00103611
173,00101883
173,00103179
173,00103066
173,00105148
173,00100658
173,00103367
174,00100924
174,00101373
174,00101116
174,00101021
174,00100505
174,00103651
174,00102052
174,00100453
174,00105114
174,00100628
174,00101978
175,00102806
175,00102018
175,00102228
175,00103364
175,00104172
175,00100671
175,00100733
175,00102099
175,00100458
175,00103776
175,00104343
175,00105123
175,00100567
175,00103754
175,00102576
175,00101061
175,00102390
175,00100510
175,00100095
175,00100892
175,00102114
175,00102070
175,00102710
175,00102142
175,00104120
175,00103066
175,00100658
175,00103367
176,00104664
176,00100714
176,00103419
176,00102388
176,00101146
176,00103589
176,00103297
176,00101181
176,00101883
176,00101648
176,00103905
176,00100567
176,00105132
176,00102099
176,00100458
176,00104131
176,00100301
176,00104609
177,00103169
177,00102962
177,00103564
177,00104977
177,00103542
177,00100271
177,00101736
177,00102490
177,00103630
177,00104731
177,00104609
178,00102037
178,00102390
178,00102710
179,00101848
179,00100271
179,00101883
179,00102143
179,00102623
180,00100628
180,00104085
182,00100140
182,00101138
182,00102359
182,00103434
182,00100077
182,00102210
182,00100870
182,00100231
182,00104144
182,00105117
182,00101936
183,00102210
183,00100077
183,00101460
183,00105117
183,00100140
183,00104969
183,00101620
183,00100870
183,00100231
183,00104144
183,00100083
183,00101138
183,00103819
183,00102019
183,00100095
183,00104231
183,00102359
183,00100967
183,00103434
183,00101936
184,00100077
184,00101460
184,00105117
184,00102536
184,00104969
184,00100870
184,00100231
184,00101552
184,00101241
184,00101138
184,00102019
184,00101186
184,00104804
184,00104966
184,00104331
184,00102359
184,00100967
184,00103773
184,00103434
184,00101936
185,00100140
185,00103379
185,00104969
185,00104331
185,00102536
185,00102359
185,00102019
185,00100844
185,00103372
185,00100785
185,00103773
185,00101241
186,00104754
186,00102210
186,00102542
186,00100785
186,00103773
186,00104144
186,00105117
187,00104804
187,00100083
187,00100967
187,00103774
187,00101922
187,00100870
187,00102542
187,00100785
187,00104511
187,00100046
187,00102799
187,00101552
187,00104144
187,00100854
187,00105117
187,00101241
188,00104231
188,00100995
188,00104331
188,00104511
188,00101552
188,00104757
189,00103273
189,00104834
189,00100077
189,00102314
189,00100870
189,00100854
189,00105117
189,00101936
190,00100140
190,00102443
190,00100995
190,00100066
190,00104754
190,00103101
190,00103455
190,00100077
190,00100859
190,00100095
190,00101460
190,00101186
190,00103434
190,00105117
191,00104966
191,00103101
191,00100844
191,00103819
191,00102359
191,00102566
191,00100077
191,00105062
191,00104511
191,00100231
191,00103905
191,00102536
192,00102443
192,00104804
192,00103889
192,00103673
192,00104834
192,00102019
192,00105185
192,00105062
192,00101648
192,00100231
192,00101460
192,00103773
193,00102536
193,00102019
193,00104805
193,00101433
193,00101241
194,00101682
194,00101138
194,00103455
194,00102210
195,00103379
195,00103673
195,00104969
195,00102542
195,00104246
195,00101354
196,00103158
196,00100530
196,00101402
196,00101861
196,00101910
196,00102163
196,00102708
196,00101759
196,00101551
196,00104581
196,00100021
196,00104740
196,00100840
196,00105211
196,00102823
196,00101748
196,00102939
196,00105232
196,00105226
196,00104885
197,00100530
197,00105232
197,00101551
197,00104653
197,00101861
197,00100178
197,00100840
197,00104740
197,00105211
197,00104230
197,00101629
197,00101759
198,00100530
198,00101402
198,00104226
198,00103279
198,00104581
198,00101861
198,00100021
198,00103648
198,00103251
198,00104230
198,00101629
199,00100530
199,00103284
199,00103688
199,00103251
199,00100704
199,00100672
199,00100236
199,00102708
199,00101759
199,00100618
199,00101551
199,00100840
199,00100383
199,00102823
199,00101748
199,00105232
199,00104653
199,00105226
199,00104885
200,00105232
200,00100406
200,00101910
200,00104230
200,00100383
200,00102708
200,00103646
201,00103158
201,00101861
201,00101910
201,00103338
201,00102163
201,00100672
201,00104404
201,00104211
