id,student,event
6543,00103003,466
6542,00104232,466
6541,00101335,466
6540,00101304,466
6539,00101475,466
6538,00103927,466
6537,00101283,466
6536,00101226,466
6535,00101260,466
6534,00104739,466
6533,00100771,466
6532,00101198,466
6531,00101012,466
6530,00103522,466
6529,00104937,466
6528,00101449,466
6527,00101396,466
6526,00103135,466
6525,00102784,466
6524,00104394,466
6523,00102292,466
6522,00103648,466
6521,00101555,466
6520,00100653,466
6519,00104587,466
6518,00102752,466
6517,00100788,464
6516,00100277,464
6515,00101616,464
6514,00100225,464
6513,00104945,464
6512,00101189,464
6511,00103003,464
6510,00102790,464
6509,00104418,464
6508,00104201,464
6507,00102170,464
6506,00102752,464
6505,00105250,463
6504,00104945,463
6503,00104418,463
6502,00101283,463
6501,00102280,463
6500,00104700,463
6499,00100609,463
6498,00102752,463
6497,00103479,463
6496,00101319,462
6495,00100822,462
6494,00104612,462
6493,00100561,462
6492,00102799,462
6491,00103381,462
6490,00101055,462
6489,00104945,462
6488,00100982,462
6487,00100771,462
6486,00104394,462
6485,00102898,462
6484,00104587,462
6483,00103851,462
6482,00100822,461
6481,00100687,461
6480,00103118,461
6479,00103003,461
6478,00104186,461
6477,00104232,461
6476,00104825,461
6475,00102766,461
6474,00103188,461
6473,00102790,461
6472,00101283,461
6471,00104346,461
6470,00101226,461
6469,00103711,461
6468,00100179,461
6467,00100561,461
6466,00105051,461
6465,00103552,461
6464,00104700,461
6463,00102280,461
6462,00104410,461
6461,00105250,461
6460,00103523,461
6459,00103648,461
6458,00100653,461
6457,00104001,461
6456,00104587,461
6455,00103479,461
6454,00102158,461
6453,00101432,461
6452,00100788,460
6451,00104335,460
6450,00102799,460
6449,00103188,460
6448,00100225,460
6447,00102929,460
6446,00101046,460
6445,00100527,460
6444,00103258,460
6443,00104933,460
6442,00102517,459
6441,00101694,459
6440,00104186,459
6439,00101304,459
6438,00102939,459
6437,00104450,459
6436,00104112,459
6435,00101199,459
6434,00102766,459
6433,00103188,459
6432,00102790,459
6431,00101283,459
6430,00102082,459
6429,00104244,459
6428,00101466,459
6427,00100179,459
6426,00102266,459
6425,00101026,459
6424,00101396,459
6423,00100307,459
6422,00102512,459
6421,00103523,459
6420,00104001,459
6419,00104587,459
6418,00104278,459
6417,00100788,458
6416,00101199,458
6415,00102766,458
6414,00100225,458
6413,00105051,458
6412,00101652,458
6411,00102799,458
6410,00103679,458
6409,00100841,458
6408,00104394,458
6407,00103552,458
6406,00101012,458
6405,00104278,458
6404,00103118,457
6403,00101329,457
6402,00101304,457
6401,00102939,457
6400,00104112,457
6399,00102766,457
6398,00102790,457
6397,00101189,457
6396,00104945,457
6395,00103927,457
6394,00101283,457
6393,00101466,457
6392,00100561,457
6391,00100225,457
6390,00102266,457
6389,00100841,457
6388,00101198,457
6387,00104933,457
6386,00103952,457
6385,00104410,457
6384,00101396,457
6383,00100307,457
6382,00102512,457
6381,00104394,457
6380,00104001,457
6379,00102158,457
6378,00101194,457
6377,00100735,457
6376,00103851,456
6375,00102797,456
6374,00103003,456
6373,00101304,456
6372,00102580,456
6371,00100788,456
6370,00103927,456
6369,00102929,456
6368,00104674,456
6367,00101479,456
6366,00100225,456
6365,00105051,456
6364,00103679,456
6363,00100771,456
6362,00104595,456
6361,00101198,456
6360,00101012,456
6359,00104697,456
6358,00103952,456
6357,00101396,456
6356,00105250,456
6355,00104394,456
6354,00103523,456
6353,00103479,456
6352,00103851,455
6351,00102797,455
6350,00103773,455
6349,00103003,455
6348,00101329,455
6347,00102580,455
6346,00104112,455
6345,00102766,455
6344,00103927,455
6343,00104945,455
6342,00102929,455
6341,00104674,455
6340,00101479,455
6339,00100561,455
6338,00104612,455
6337,00105051,455
6336,00100771,455
6335,00104595,455
6334,00101198,455
6333,00104410,455
6332,00101396,455
6331,00102512,455
6330,00105250,455
6329,00104696,455
6328,00104394,455
6327,00102158,455
6326,00101194,455
6325,00100735,455
6324,00101936,454
6323,00102425,454
6322,00102276,454
6321,00100914,454
6320,00101975,454
6319,00102037,454
6318,00101831,453
6317,00102770,453
6316,00102950,453
6315,00102085,453
6314,00102447,453
6313,00100742,453
6312,00100140,453
6311,00105092,452
6310,00103360,452
6309,00102771,452
6308,00100555,452
6307,00104448,451
6306,00102771,451
6305,00104134,451
6304,00104019,451
6303,00101133,451
6302,00102744,451
6301,00105257,450
6300,00101911,450
6299,00103298,450
6298,00102859,450
6297,00102383,449
6296,00104277,449
6295,00104773,449
6294,00101122,449
6293,00102119,449
6292,00103018,448
6291,00102136,448
6290,00102158,448
6289,00102187,448
6288,00105177,447
6287,00102289,447
6286,00103784,447
6285,00101874,447
6284,00101021,447
6283,00102187,447
6282,00105101,447
6281,00100095,447
6280,00104740,447
6279,00102108,447
6278,00103137,447
6277,00104100,447
6276,00101466,447
6275,00100610,447
6274,00102425,447
6273,00102405,447
6272,00104113,447
6271,00103557,447
6270,00101133,447
6269,00100034,447
6268,00103978,447
6267,00100181,447
6266,00100653,447
6265,00100411,446
6264,00105126,446
6263,00103193,446
6262,00100010,446
6261,00104744,446
6260,00102585,446
6259,00105101,446
6258,00103116,446
6257,00105009,446
6256,00102205,446
6255,00100673,446
6254,00100946,446
6253,00103419,446
6252,00104239,446
6251,00103557,446
6250,00101255,446
6249,00102370,446
6248,00100530,446
6247,00100820,446
6246,00100689,446
6245,00102133,445
6244,00105009,445
6243,00105092,445
6242,00100785,445
6241,00103737,445
6240,00103114,445
6239,00103466,445
6238,00103297,445
6237,00100303,445
6236,00102384,445
6235,00102819,445
6234,00104773,445
6233,00104169,444
6232,00100386,444
6231,00100010,444
6230,00105257,444
6229,00100653,444
6228,00102580,444
6227,00102744,444
6226,00101122,444
6225,00100689,444
6224,00100010,443
6223,00103653,443
6222,00100328,443
6221,00101946,443
6220,00101528,443
6219,00104554,443
6218,00100673,443
6217,00101341,443
6216,00103407,443
6215,00102919,443
6214,00100162,443
6213,00104964,443
6212,00102987,443
6211,00100555,443
6210,00103439,443
6209,00105243,443
6208,00100272,443
6207,00102384,443
6206,00103840,443
6205,00100689,443
6204,00104912,442
6203,00100917,442
6202,00102522,442
6201,00100105,442
6200,00105126,442
6199,00105182,442
6198,00101021,442
6197,00100682,442
6196,00103564,442
6195,00102180,442
6194,00101399,442
6193,00100328,442
6192,00100030,442
6191,00100095,442
6190,00101946,442
6189,00105249,442
6188,00100785,442
6187,00102205,442
6186,00102770,442
6185,00103018,442
6184,00104100,442
6183,00100673,442
6182,00104494,442
6181,00104178,442
6180,00103407,442
6179,00104965,442
6178,00104764,442
6177,00104648,442
6176,00100649,442
6175,00100555,442
6174,00103466,442
6173,00101091,442
6172,00103557,442
6171,00104691,442
6170,00101133,442
6169,00102602,442
6168,00102119,442
6167,00100304,442
6166,00102953,442
6165,00102594,442
6164,00102281,442
6163,00103564,441
6162,00100304,441
6161,00102289,441
6160,00100789,441
6159,00100034,441
6158,00100386,441
6157,00102205,441
6156,00101663,441
6155,00103114,441
6154,00104691,441
6153,00102580,441
6152,00103699,441
6151,00101663,440
6150,00101874,440
6149,00103564,440
6148,00103653,440
6147,00103699,440
6146,00101399,440
6145,00101231,440
6144,00102542,440
6143,00104100,440
6142,00102566,440
6141,00102202,440
6140,00100864,440
6139,00104178,440
6138,00102136,440
6137,00102405,440
6136,00105092,440
6135,00100456,440
6134,00101133,440
6133,00104416,440
6132,00103297,440
6131,00103913,440
6130,00102089,440
6129,00100689,440
6128,00102289,439
6127,00101855,439
6126,00102950,439
6125,00103013,439
6124,00102085,439
6123,00101975,439
6122,00102939,439
6121,00103564,439
6120,00103653,439
6119,00101231,439
6118,00103137,439
6117,00102566,439
6116,00103056,439
6115,00100946,439
6114,00102405,439
6113,00103436,439
6112,00104019,439
6111,00103439,439
6110,00104302,439
6109,00103354,439
6108,00102119,439
6107,00102718,439
6106,00103297,439
6105,00102403,439
6104,00104912,438
6103,00102276,438
6102,00105126,438
6101,00102939,438
6100,00103699,438
6099,00104283,438
6098,00100807,438
6097,00104544,438
6096,00103283,438
6095,00104178,438
6094,00102919,438
6093,00103298,438
6092,00102425,438
6091,00104764,438
6090,00103436,438
6089,00100456,438
6088,00103439,438
6087,00104302,438
6086,00104691,438
6085,00102678,438
6084,00100742,438
6083,00102602,438
6082,00102119,438
6081,00102079,438
6080,00102594,438
6079,00102403,438
6078,00102180,437
6077,00104866,437
6076,00104283,437
6075,00103904,437
6074,00104448,437
6073,00102205,437
6072,00105009,437
6071,00100949,437
6070,00103297,437
6069,00102452,437
6068,00102137,437
6067,00102829,437
6066,00103092,437
6065,00100673,437
6064,00100742,437
6063,00102289,436
6062,00103904,436
6061,00102594,436
6060,00101255,436
6059,00105249,436
6058,00105126,436
6057,00100386,436
6056,00103466,436
6055,00102281,436
6054,00101091,436
6053,00102570,436
6052,00101133,436
6051,00101911,436
6050,00102276,436
6049,00100820,436
6048,00103699,436
6047,00102263,435
6046,00101874,435
6045,00103822,435
6044,00103835,435
6043,00103653,435
6042,00101399,435
6041,00101231,435
6040,00105249,435
6039,00100773,435
6038,00104544,435
6037,00103018,435
6036,00101511,435
6035,00100864,435
6034,00100162,435
6033,00100456,435
6032,00103748,435
6031,00101133,435
6030,00100304,435
6029,00104169,435
6028,00102289,434
6027,00100411,434
6026,00105126,434
6025,00105182,434
6024,00103013,434
6023,00101874,434
6022,00103822,434
6021,00101911,434
6020,00103653,434
6019,00102133,434
6018,00101231,434
6017,00104740,434
6016,00102205,434
6015,00103018,434
6014,00100864,434
6013,00102819,434
6012,00102202,434
6011,00103056,434
6010,00102405,434
6009,00104648,434
6008,00103466,434
6007,00103748,434
6006,00100919,434
6005,00103557,434
6004,00102602,434
6003,00102079,434
6002,00103905,434
6001,00103297,434
6000,00102281,434
5999,00100530,434
5998,00104912,433
5997,00104448,433
5996,00100682,433
5995,00101911,433
5994,00102133,433
5993,00104283,433
5992,00101591,433
5991,00102205,433
5990,00104740,433
5989,00103137,433
5988,00103018,433
5987,00102919,433
5986,00102425,433
5985,00103748,433
5984,00101091,433
5983,00102447,433
5982,00103557,433
5981,00103354,433
5980,00102602,433
5979,00102079,433
5978,00103905,433
5977,00100374,433
5976,00102037,433
5975,00102919,432
5974,00104964,432
5973,00102967,432
5972,00104169,432
5971,00104448,432
5970,00101528,432
5969,00102899,432
5968,00103557,432
5967,00102119,432
5966,00103699,432
5965,00100411,431
5964,00104448,431
5963,00102263,431
5962,00101874,431
5961,00103822,431
5960,00105257,431
5959,00101911,431
5958,00102939,431
5957,00101399,431
5956,00102133,431
5955,00103699,431
5954,00103653,431
5953,00105101,431
5952,00100807,431
5951,00104740,431
5950,00101528,431
5949,00103137,431
5948,00103056,431
5947,00102202,431
5946,00102919,431
5945,00102425,431
5944,00103466,431
5943,00101091,431
5942,00103557,431
5941,00103905,431
5940,00102718,431
5939,00104169,431
5938,00104824,431
5937,00102452,431
5936,00103092,431
5935,00104353,431
5934,00104448,430
5933,00102263,430
5932,00101874,430
5931,00103822,430
5930,00105257,430
5929,00103699,430
5928,00103653,430
5927,00105101,430
5926,00104283,430
5925,00100095,430
5924,00102205,430
5923,00100773,430
5922,00103694,430
5921,00102819,430
5920,00100673,430
5919,00102919,430
5918,00100949,430
5917,00102447,430
5916,00103557,430
5915,00103905,430
5914,00102594,430
5913,00102718,430
5912,00104824,430
5911,00102452,430
5910,00103092,430
5909,00104353,430
5908,00100411,429
5907,00102263,429
5906,00101874,429
5905,00103822,429
5904,00105257,429
5903,00101911,429
5902,00103699,429
5901,00100095,429
5900,00100773,429
5899,00101528,429
5898,00103694,429
5897,00102819,429
5896,00100673,429
5895,00102919,429
5894,00100949,429
5893,00104302,429
5892,00103557,429
5891,00100304,429
5890,00103905,429
5889,00104824,429
5888,00102037,429
5887,00104353,429
5886,00104612,428
5885,00103179,428
5884,00104342,428
5883,00102116,428
5882,00105223,428
5881,00104295,428
5880,00100331,428
5879,00104612,427
5878,00100056,427
5877,00101160,427
5876,00103937,427
5875,00100302,427
5874,00102270,427
5873,00101433,427
5872,00102016,427
5871,00103648,427
5870,00102442,427
5869,00103756,427
5868,00104819,427
5867,00100653,427
5866,00103826,427
5865,00104295,427
5864,00100331,427
5863,00102116,426
5862,00104935,426
5861,00104374,426
5860,00102384,426
5859,00104599,426
5858,00100653,426
5857,00100056,425
5856,00102270,425
5855,00102121,425
5854,00101433,425
5853,00102083,425
5852,00102477,425
5851,00101458,425
5850,00104030,425
5849,00104694,425
5848,00100475,425
5847,00102266,425
5846,00104257,425
5845,00100934,425
5844,00103419,425
5843,00102448,425
5842,00104935,425
5841,00103991,425
5840,00102442,425
5839,00102384,425
5838,00102358,425
5837,00102514,425
5836,00102448,424
5835,00103905,424
5834,00101458,424
5833,00104342,424
5832,00102523,424
5831,00103405,424
5830,00104374,424
5829,00101784,424
5828,00103756,424
5827,00103419,424
5826,00103245,424
5825,00103654,424
5824,00102358,424
5823,00102083,424
5822,00102514,424
5821,00102270,423
5820,00102302,423
5819,00103826,423
5818,00101458,423
5817,00103405,423
5816,00104694,423
5815,00100475,423
5814,00102266,423
5813,00102523,423
5812,00104342,423
5811,00100471,423
5810,00100934,423
5809,00103419,423
5808,00101945,423
5807,00100331,423
5806,00102448,423
5805,00103905,423
5804,00103912,423
5803,00101134,423
5802,00104935,423
5801,00102016,423
5800,00103648,423
5799,00102442,423
5798,00100653,423
5797,00102514,423
5796,00102448,422
5795,00101458,422
5794,00101134,422
5793,00102266,422
5792,00102270,422
5791,00103405,422
5790,00103648,422
5789,00102442,422
5788,00103419,422
5787,00102358,422
5786,00102514,422
5785,00102448,421
5784,00104131,421
5783,00103905,421
5782,00101134,421
5781,00100671,421
5780,00103912,421
5779,00104342,421
5778,00104935,421
5777,00102302,421
5776,00103648,421
5775,00102442,421
5774,00103419,421
5773,00104131,420
5772,00103905,420
5771,00101134,420
5770,00100671,420
5769,00101458,420
5768,00104342,420
5767,00102302,420
5766,00102442,420
5765,00103419,420
5764,00102514,420
5763,00101801,419
5762,00103277,419
5761,00102145,418
5760,00100516,418
5759,00102384,418
5758,00102304,418
5757,00102899,416
5756,00101629,416
5755,00104012,415
5754,00102708,415
5753,00104585,415
5752,00100516,415
5751,00101869,415
5750,00100240,415
5749,00100077,415
5748,00104860,415
5747,00101801,415
5746,00102948,415
5745,00100798,415
5744,00100688,415
5743,00102355,415
5742,00100250,414
5741,00100415,414
5740,00103921,414
5739,00103514,414
5738,00101684,414
5737,00101873,414
5736,00101629,414
5735,00101801,414
5734,00101913,414
5733,00100625,414
5732,00103855,414
5731,00105088,414
5730,00101003,414
5729,00102675,414
5728,00102421,414
5727,00100233,414
5726,00100934,414
5725,00102943,414
5724,00101267,414
5723,00103454,414
5722,00101264,414
5721,00101804,414
5720,00102370,414
5719,00101719,414
5718,00104327,414
5717,00101057,414
5716,00102866,413
5715,00101684,413
5714,00102184,413
5713,00104265,413
5712,00105019,413
5711,00103714,413
5710,00104799,413
5709,00102948,413
5708,00102288,413
5707,00101801,413
5706,00103654,413
5705,00104773,413
5704,00101207,413
5703,00105088,413
5702,00100878,413
5701,00104585,413
5700,00103440,413
5699,00104621,413
5698,00102633,413
5697,00100941,413
5696,00100934,413
5695,00101710,413
5694,00102943,413
5693,00104651,413
5692,00102130,413
5691,00101264,413
5690,00104172,413
5689,00102784,413
5688,00102370,413
5687,00104327,413
5686,00103384,413
5685,00101057,413
5684,00100320,412
5683,00101140,412
5682,00101046,412
5681,00103921,412
5680,00102318,412
5679,00102184,412
5678,00104265,412
5677,00100585,412
5676,00100294,412
5675,00102288,412
5674,00101801,412
5673,00103654,412
5672,00104670,412
5671,00103087,412
5670,00104585,412
5669,00102933,412
5668,00101120,412
5667,00100934,412
5666,00103322,412
5665,00101710,412
5664,00101595,412
5663,00104651,412
5662,00101264,412
5661,00102784,412
5660,00100077,412
5659,00101719,412
5658,00102750,411
5657,00103592,411
5656,00102421,411
5655,00103611,411
5654,00100516,411
5653,00100934,411
5652,00102948,411
5651,00104931,411
5650,00104269,411
5649,00102943,411
5648,00102318,411
5647,00103855,411
5646,00102355,411
5645,00103192,410
5644,00104131,410
5643,00100022,410
5642,00103804,410
5641,00103654,410
5640,00104773,410
5639,00104585,410
5638,00103797,410
5637,00102675,410
5636,00102933,410
5635,00102633,410
5634,00103322,410
5633,00102943,410
5632,00102130,410
5631,00104172,410
5630,00102784,410
5629,00100077,410
5628,00104269,410
5627,00102796,410
5626,00102355,410
5625,00100415,409
5624,00101433,409
5623,00101902,409
5622,00103862,409
5621,00100285,409
5620,00104641,409
5619,00103240,409
5618,00103646,409
5617,00104012,409
5616,00103087,409
5615,00102675,409
5614,00102421,409
5613,00104145,409
5612,00101710,409
5611,00102341,409
5610,00100249,409
5609,00104327,409
5608,00102664,409
5607,00100527,409
5606,00102184,408
5605,00101705,408
5604,00103647,408
5603,00103592,408
5602,00103797,408
5601,00100516,408
5600,00102784,408
5599,00103192,408
5598,00104327,408
5597,00103322,408
5596,00102288,408
5595,00101995,408
5594,00102384,408
5593,00101373,408
5592,00104269,408
5591,00101873,408
5590,00102355,408
5589,00103193,407
5588,00103192,407
5587,00102318,407
5586,00102750,407
5585,00101902,407
5584,00103862,407
5583,00100294,407
5582,00102278,407
5581,00105019,407
5580,00100845,407
5579,00102288,407
5578,00104773,407
5577,00103240,407
5576,00104012,407
5575,00103647,407
5574,00102708,407
5573,00103797,407
5572,00102421,407
5571,00102933,407
5570,00101710,407
5569,00102341,407
5568,00104651,407
5567,00103094,407
5566,00104652,407
5565,00102784,407
5564,00101995,407
5563,00104269,407
5562,00100527,407
5561,00102355,407
5560,00104012,406
5559,00101747,406
5558,00102708,406
5557,00103277,406
5556,00102933,406
5555,00101003,406
5554,00104318,406
5553,00101995,406
5552,00101710,406
5551,00104012,405
5550,00103797,405
5549,00100022,405
5548,00100415,405
5547,00102784,405
